,Unnamed: 0,name,company,year,Price,kms_driven,fuel_type
350,387,Santro Xing,Hyundai,2003,120000.0,50000.0,Petrol
351,388,Suzuki Zen Estilo,Maruti,2010,149000.0,35000.0,Petrol
352,389,Suzuki Wagon R LXI BS IV,Maruti,2014,250000.0,18500.0,Petrol
353,390,Suzuki Wagon R,Maruti,2007,120000.0,7000.0,Petrol
354,391,Brio VX AT,Honda,2017,450000.0,11000.0,Petrol
355,393,Suzuki Zen Estilo LXI Green CNG,Maruti,2008,135000.0,23000.0,Petrol
356,394,Suzuki Wagon R Select Variant,Maruti,2016,225000.0,35500.0,Diesel
357,396,Kwid RXT,Renault,2019,370000.0,1000.0,Petrol
358,398,XE XE Portfolio,Jaguar,2016,2800000.0,8500.0,Petrol
359,399,Eon Magna Plus,Hyundai,2014,190000.0,35000.0,Petrol
360,400,City 1.5 S MT,Honda,2014,499000.0,22000.0,Petrol
361,402,Suzuki Ritz GENUS VXI,Maruti,2010,149000.0,40000.0,Petrol
362,403,Grand i10 Magna AT 1.2 Kappa VTVT,Hyundai,2017,400000.0,20000.0,Petrol
363,404,Eon D Lite Plus,Hyundai,2016,120000.0,87000.0,Petrol
364,405,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2015,250000.0,55000.0,Petrol
365,406,Suzuki Wagon R VXI BS IV,Maruti,2017,375000.0,23000.0,Petrol
366,407,Amaze 1.2 VX i VTEC,Honda,2014,381000.0,6000.0,Petrol
367,408,Suzuki Estilo VXi ABS BS IV,Maruti,2013,180000.0,65000.0,Petrol
368,409,Suzuki Vitara Brezza LDi O,Maruti,2016,580000.0,25000.0,Diesel
369,410,Suzuki Eeco 5 STR WITH AC HTR,Maruti,2015,278000.0,39000.0,Petrol
370,411,Creta 1.6 SX Plus Petrol AT,Hyundai,2016,1000000.0,8000.0,Petrol
371,412,Scorpio Vlx BSIV,Mahindra,2013,690000.0,75000.0,Diesel
372,413,Suzuki Ertiga VDi,Maruti,2012,480000.0,51000.0,Diesel
373,417,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2015,340000.0,53000.0,Petrol
374,418,Eon D Lite Plus,Hyundai,2018,260000.0,25000.0,Petrol
375,419,Fiesta SXi 1.6 ABS,Ford,2009,250000.0,56400.0,Petrol
376,420,Suzuki Ritz VDi,Maruti,2010,180000.0,72160.0,Diesel
377,421,Verna Fluidic New,Hyundai,2012,350000.0,10000.0,Diesel
378,423,Suzuki Estilo LX BS IV,Maruti,2007,115000.0,36000.0,Petrol
379,424,A6 2.0 TDI Premium,Audi,2012,1599000.0,11500.0,Diesel
380,425,Suzuki Wagon R LXi BS III,Maruti,2003,130000.0,133000.0,Petrol
381,426,Suzuki Wagon R,Maruti,2009,159000.0,27000.0,Petrol
382,427,Suzuki Wagon R,Maruti,2009,160000.0,35000.0,Petrol
383,428,Suzuki Alto,Maruti,2010,110000.0,55000.0,Petrol
384,429,Suzuki Baleno Sigma 1.2,Maruti,2016,425000.0,40000.0,Petrol
385,430,Verna 1.6 SX VTVT AT,Hyundai,2019,900000.0,2000.0,Petrol
386,431,Suzuki Swift GLAM,Maruti,2009,150000.0,45000.0,Petrol
387,432,Getz Prime 1.3 GVS,Hyundai,2009,110000.0,20000.0,Petrol
388,434,Getz Prime 1.3 GLX,Hyundai,2009,115000.0,20000.0,Petrol
389,435,Beat PS Diesel,Chevrolet,2012,215000.0,65422.0,Diesel
390,436,EcoSport Trend 1.5 Ti VCT,Ford,2017,580000.0,10000.0,Petrol
391,437,Suzuki Dzire ZXI,Maruti,2013,380000.0,35000.0,Petrol
392,438,Fluidic Verna 1.6 CRDi SX,Hyundai,2013,350000.0,117000.0,Diesel
393,440,X1 xDrive20d xLine,BMW,2011,1150000.0,72000.0,Diesel
394,441,i20 Asta 1.2,Hyundai,2010,300000.0,10750.0,Petrol
395,442,City 1.5 V AT,Honda,2009,269000.0,55000.0,Petrol
396,444,Cruze LTZ AT,Chevrolet,2014,400000.0,41000.0,Diesel
397,445,Verna Fluidic New,Hyundai,2015,430000.0,73000.0,Diesel
398,446,Suzuki Swift Dzire VDi,Maruti,2011,140000.0,65000.0,Diesel
399,448,XUV500 W10,Mahindra,2018,1299000.0,40000.0,Diesel
400,449,Suzuki Alto K10 LXi CNG,Maruti,2014,199000.0,37000.0,Petrol
401,451,Motors One SUV,Force,2013,550000.0,140000.0,Diesel
402,452,Suzuki Alto,Maruti,2019,265000.0,9800.0,Petrol
403,453,Spark 1.0 LT,Chevrolet,2011,100000.0,27000.0,Petrol
404,454,i10,Hyundai,2009,215000.0,27000.0,Petrol
405,455,Etios Liva GD,Toyota,2012,380000.0,20000.0,Diesel
406,456,Duster 85PS Diesel RxL Optional with Nav,Renault,2013,401919.0,57923.0,Diesel
407,457,Enjoy,Chevrolet,2014,490000.0,30201.0,Diesel
408,458,Suzuki Alto 800 Lxi,Maruti,2017,280000.0,6200.0,Petrol
409,459,5 Series 530i,BMW,2009,650000.0,37518.0,Petrol
410,460,Etios Liva G,Toyota,2014,160000.0,24652.0,Petrol
411,461,Jeep MM 550 XDB,Mahindra,2004,424000.0,383.0,Diesel
412,462,Beat LS Diesel,Chevrolet,2016,225000.0,95000.0,Diesel
413,463,Cruze LTZ,Chevrolet,2011,350000.0,35000.0,Diesel
414,464,Wrangler Unlimited 4x4 Diesel,Jeep,2015,950000.0,3528.0,Diesel
415,465,Suzuki Ertiga VDi,Maruti,2013,485000.0,52500.0,Diesel
416,466,Verna VGT CRDi SX ABS,Hyundai,2010,205000.0,47900.0,Diesel
417,467,Suzuki Omni,Maruti,2012,160000.0,14000.0,Petrol
418,468,Suzuki Celerio VDi,Maruti,2018,310000.0,37000.0,Petrol
419,469,Zest Quadrajet 1.3,Tata,2017,180000.0,90000.0,Diesel
420,470,XUV500 W6,Mahindra,2013,549900.0,52800.0,Diesel
421,471,Indigo CS eLX BS IV,Tata,2016,150000.0,104000.0,Diesel
422,472,i10 Era,Hyundai,2011,175000.0,30000.0,Petrol
423,474,Indigo LX TDI BS III,Tata,2016,230000.0,104000.0,Diesel
424,475,Indigo eCS LX CR4 BS IV,Tata,2016,230000.0,104000.0,Diesel
425,476,Indigo Marina LS,Tata,2004,180000.0,70000.0,Diesel
426,477,Xcent SX 1.2,Hyundai,2015,400000.0,43000.0,Diesel
427,478,Eon Magna Plus,Hyundai,2013,185000.0,23000.0,Petrol
428,479,Duster 85 PS RxL Diesel,Renault,2015,385000.0,51000.0,Diesel
429,482,Duster 110 PS RxZ Diesel,Renault,2013,435000.0,39000.0,Diesel
430,483,Suzuki Wagon R AX BSIV,Maruti,2010,225000.0,40000.0,Petrol
431,484,Suzuki Swift,Maruti,2006,189700.0,48247.0,Petrol
432,485,Suzuki Ertiga,Maruti,2012,389700.0,39000.0,Diesel
433,486,Suzuki Swift VXi 1.2 ABS BS IV,Maruti,2014,365000.0,23000.0,Petrol
434,487,Suzuki Alto K10 New,Maruti,2017,360000.0,9400.0,Petrol
435,488,i20 Magna,Hyundai,2010,210000.0,50000.0,Petrol
436,489,i10 Magna 1.2,Hyundai,2009,170000.0,75000.0,Petrol
437,490,Zest XE 75 PS Diesel,Tata,2017,380000.0,70000.0,Diesel
438,491,Xylo E8,Mahindra,2009,295000.0,64000.0,Diesel
439,492,Corolla Altis GL Petrol,Toyota,2010,185000.0,55000.0,Petrol
440,493,Manza Aqua Quadrajet,Tata,2014,160000.0,200000.0,Diesel
441,494,Kwid 1.0,Renault,2018,290000.0,2137.0,Petrol
442,495,Venture EX 8 STR,Tata,2013,100000.0,30000.0,Diesel
443,496,Suzuki Swift Dzire Tour LXi,Maruti,2014,315000.0,44000.0,Petrol
444,497,Octavia Classic 1.9 TDI MT,Skoda,2006,114990.0,65000.0,Diesel
445,498,Suzuki Omni LPG BS IV,Maruti,2012,120000.0,160000.0,LPG
446,499,Beat Diesel,Chevrolet,2011,125000.0,56000.0,Diesel
447,500,Sumo Gold EX BS IV,Tata,2012,210000.0,75000.0,Diesel
448,501,Verna 1.6 CRDI SX,Hyundai,2018,855000.0,42000.0,Diesel
449,502,Scorpio 2.6 CRDe,Mahindra,2007,260000.0,56000.0,Diesel
450,504,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2011,255000.0,64000.0,Petrol
451,505,Scorpio SLX 2.6 Turbo 8 Str,Mahindra,2008,300000.0,70000.0,Diesel
452,506,Grand i10 Sportz 1.2 Kappa VTVT,Hyundai,2014,340000.0,25000.0,Petrol
453,507,Elite i20 Sportz 1.2,Hyundai,2017,550000.0,15000.0,Petrol
454,509,Innova 2.5 V 7 STR,Toyota,2011,750000.0,147000.0,Diesel
455,510,Sunny XL,Nissan,2011,230000.0,52000.0,Petrol
456,511,Beat LT Diesel,Chevrolet,2012,130000.0,90001.0,Diesel
457,512,Suzuki Alto 800 Lxi,Maruti,2017,270000.0,21000.0,Petrol
458,513,Suzuki Swift VDi BS IV,Maruti,2012,280000.0,48006.0,Diesel
459,514,Suzuki Swift,Maruti,2012,280000.0,48006.0,Diesel
460,515,Innova 2.0 G4,Toyota,2012,600000.0,80000.0,Diesel
461,516,Suzuki Swift VDi ABS,Maruti,2010,190000.0,74000.0,Diesel
462,517,Elite i20 Asta 1.2,Hyundai,2015,500000.0,22000.0,Petrol
463,518,XUV500 W10,Mahindra,2016,1065000.0,41000.0,Diesel
464,519,Polo Trendline 1.5L D,Volkswagen,2015,350000.0,25000.0,Diesel
465,520,Etios Liva Diesel,Toyota,2012,350000.0,85000.0,Diesel
466,521,TUV300 T4 Plus,Mahindra,2016,540000.0,29500.0,Diesel
467,522,Elite i20 Asta 1.2,Hyundai,2015,470000.0,30000.0,Petrol
468,523,Santro Xing GLS,Hyundai,2014,179000.0,57000.0,Petrol
469,525,Suzuki Ciaz ZXi Plus RS,Maruti,2016,650000.0,50000.0,Petrol
470,526,Eon Era Plus,Hyundai,2013,190000.0,39700.0,Petrol
471,527,Elantra 1.8 S,Hyundai,2012,500000.0,65000.0,Petrol
472,528,Suzuki Swift VDi,Maruti,2010,270000.0,67000.0,Diesel
473,529,Suzuki Zen Estilo LXI Green CNG,Maruti,2008,125000.0,46000.0,Petrol
474,530,Eon Era Plus,Hyundai,2012,188000.0,38000.0,Petrol
475,531,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2016,380000.0,27000.0,Petrol
476,532,Verna Fluidic New,Hyundai,2011,365000.0,43000.0,Diesel
477,533,EcoSport Trend 1.5L Ti VCT,Ford,2014,465000.0,47000.0,Petrol
478,534,i20 Magna,Hyundai,2011,240000.0,42000.0,Petrol
479,535,Beat Diesel,Chevrolet,2016,179999.0,19336.0,Diesel
480,536,Indica eV2 LS,Tata,2015,140000.0,60105.0,Diesel
481,537,XF 2.2 Diesel Luxury,Jaguar,2013,2190000.0,29000.0,Diesel
482,538,Q5 2.0 TDI quattro Premium Plus,Audi,2014,2390000.0,34000.0,Diesel
483,539,3 Series 320d Sedan,BMW,2011,1075000.0,35000.0,Diesel
484,540,Suzuki Swift ZXi 1.2 BS IV,Maruti,2015,475000.0,22000.0,Petrol
485,541,X1 sDrive20d,BMW,2012,1025000.0,41000.0,Diesel
486,542,Suzuki S Cross Sigma 1.3,Maruti,2016,615000.0,21000.0,Diesel
487,543,Suzuki Ertiga LDi,Maruti,2013,475000.0,48000.0,Diesel
488,544,Suzuki Alto K10 VXi AMT,Maruti,2016,270000.0,38000.0,Petrol
489,545,City SV,Honda,2014,475000.0,34000.0,Diesel
490,546,Vento Comfortline Petrol,Volkswagen,2011,240000.0,45933.0,Petrol
491,547,City 1.5 EXi New,Honda,2005,120000.0,68000.0,Petrol
492,548,A4 2.0 TDI 177bhp Premium,Audi,2016,1900000.0,44000.0,Diesel
493,549,KUV100,Mahindra,2017,360000.0,35000.0,Diesel
494,550,Zest XE 75 PS Diesel,Tata,2018,450000.0,102563.0,Diesel
495,551,XUV500 W8,Mahindra,2015,900000.0,28600.0,Diesel
496,552,Suzuki Swift Dzire Tour VDi,Maruti,2017,650000.0,41800.0,Diesel
497,553,Sumo Gold LX BS IV,Tata,2014,275000.0,116000.0,Diesel
498,554,Suzuki Swift Dzire VXi 1.2 BS IV,Maruti,2009,210000.0,59000.0,Petrol
499,555,Scorpio 2.6 SLX,Mahindra,2004,175000.0,58000.0,Diesel
500,557,Pajero Sport Limited Edition,Mitsubishi,2015,1490000.0,42590.0,Diesel
501,558,Duster,Renault,2014,800000.0,7400.0,Diesel
502,559,Jetta Comfortline 1.9 TDI AT,Volkswagen,2009,450000.0,54500.0,Diesel
503,560,Suzuki Ertiga Vxi,Maruti,2012,1000000.0,200000.0,Diesel
504,561,A4 2.0 TDI 177bhp Premium,Audi,2013,1510000.0,27000.0,Diesel
505,562,S80 Summum D4,Volvo,2015,1850000.0,42000.0,Diesel
506,563,Corolla Altis VL AT Petrol,Toyota,2014,790000.0,29000.0,Petrol
507,564,Pajero Sport 2.5 AT,Mitsubishi,2015,1725000.0,37000.0,Diesel
508,565,Beat LT Petrol,Chevrolet,2012,135000.0,36000.0,Petrol
509,566,X1,BMW,2011,1000000.0,34000.0,Diesel
510,567,Redi GO S,Datsun,2018,299999.0,7000.0,Petrol
511,568,Benz C Class C 220 CDI Avantgarde,Mercedes,2009,1225000.0,76000.0,Diesel
512,569,Scorpio SLX,Mahindra,2004,175000.0,60000.0,Diesel
513,570,Vento Comfortline Diesel,Volkswagen,2011,200000.0,95000.0,Diesel
514,571,Indigo CS GLS,Tata,2017,270000.0,50000.0,Diesel
515,572,Figo Petrol Titanium,Ford,2019,525000.0,0.0,Petrol
516,573,City ZX GXi,Honda,2006,180000.0,50000.0,Petrol
517,574,Suzuki Wagon R Duo Lxi,Maruti,2008,140000.0,68000.0,Petrol
518,575,EcoSport Trend 1.5L TDCi,Ford,2014,400000.0,16000.0,Petrol
519,576,Suzuki Swift Dzire VDi,Maruti,2016,499000.0,51000.0,Diesel
520,579,Duster RxL Petrol,Renault,2015,550000.0,36000.0,Petrol
521,580,Suzuki Swift VXi 1.2 BS IV,Maruti,2014,370000.0,11523.0,Petrol
522,581,Suzuki Baleno Zeta 1.2,Maruti,2018,690000.0,1000.0,Petrol
523,582,WR V S MT Petrol,Honda,2009,250000.0,60000.0,Petrol
524,583,Indigo CS eLX BS IV,Tata,2016,110000.0,85000.0,Diesel
525,584,Duster 110 PS RxL Diesel,Renault,2013,490000.0,38600.0,Diesel
526,585,Scorpio LX BS III,Mahindra,2009,320000.0,95500.0,Diesel
527,587,Suzuki Wagon R LXi BS III,Maruti,2014,130000.0,37458.0,Petrol
528,588,Suzuki SX4 Celebration Diesel,Maruti,2016,970000.0,85960.0,Diesel
529,589,A3 Cabriolet 40 TFSI,Audi,2015,3100000.0,12516.0,Petrol
530,590,Eon D Lite Plus,Hyundai,2018,280000.0,35000.0,Petrol
531,591,Suzuki Zen Estilo LXI Green CNG,Maruti,2009,125000.0,0.0,Petrol
532,592,Scorpio SLX,Mahindra,2008,285000.0,80000.0,Diesel
533,593,Santro AE GLS Audio,Hyundai,2011,165000.0,45000.0,Petrol
534,594,Suzuki Swift Dzire Tour VDi,Maruti,2009,250000.0,51000.0,Diesel
535,595,Xylo D2 BS IV,Mahindra,2011,390000.0,48000.0,Diesel
536,597,Beat LT Diesel,Chevrolet,2015,215000.0,90000.0,Diesel
537,598,Suzuki Swift Dzire VDi,Maruti,2015,475000.0,43000.0,Diesel
538,599,XUV500 W8,Mahindra,2015,899000.0,53000.0,Diesel
539,600,Fortuner 3.0 4x4 MT,Toyota,2013,1499000.0,97000.0,Diesel
540,601,Suzuki Alto K10 VXi,Maruti,2013,240000.0,20000.0,Petrol
541,603,Suzuki Swift Dzire Tour LDi,Maruti,2014,260000.0,120000.0,Diesel
542,604,Creta 1.6 SX,Hyundai,2019,1200000.0,0.0,Petrol
543,605,Santro Xing XL AT eRLX Euro III,Hyundai,2007,115000.0,46000.0,Petrol
544,607,Xylo D2 BS IV,Mahindra,2011,390000.0,56000.0,Diesel
545,608,Santro Xing XL eRLX Euro III,Hyundai,2007,135000.0,42000.0,Petrol
546,610,i10 Sportz 1.2,Hyundai,2011,220000.0,38000.0,Petrol
547,611,Grand i10 Magna 1.2 Kappa VTVT,Hyundai,2017,424999.0,2550.0,Petrol
548,612,Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,47000.0,Petrol
549,614,Micra XL,Nissan,2017,430000.0,62500.0,Diesel
550,615,City 1.5 S Inspire,Honda,2005,115000.0,68000.0,Petrol
551,616,Suzuki Alto 800 Lxi,Maruti,2015,215000.0,50000.0,Petrol
552,618,Suzuki Ertiga VDi,Maruti,2012,500000.0,48000.0,Diesel
553,620,Suzuki Omni E 8 STR BS IV,Maruti,2013,165000.0,25000.0,Petrol
554,621,Eon Era Plus,Hyundai,2014,200000.0,28400.0,Petrol
555,622,Eon,Hyundai,2014,200000.0,28000.0,Petrol
556,623,Suzuki Swift LDi,Maruti,2015,425000.0,42000.0,Diesel
557,624,Verna 1.6 CRDI SX Plus AT,Hyundai,2012,600000.0,29000.0,Diesel
558,625,Tavera LS B3 10 Seats BSII,Chevrolet,2005,130000.0,68485.0,Diesel
559,626,Tiago Revotron XM,Tata,2018,430000.0,3500.0,Petrol
560,627,Tiago Revotorq XZ,Tata,2019,568500.0,0.0,Petrol
561,629,KUV100 K8 D 6 STR,Mahindra,2018,560000.0,8000.0,Diesel
562,630,EcoSport Titanium 1.5 TDCi,Ford,2014,590000.0,34000.0,Diesel
563,631,Motors Ambassador Classic Mark 4 – Befo,Hindustan,1995,750000.0,37000.0,Petrol
564,632,Fusion 1.4 TDCi Diesel,Ford,2007,125000.0,85455.0,Diesel
565,633,Santro Xing XL AT eRLX Euro III,Hyundai,2007,135000.0,46000.0,Petrol
566,635,Linea Emotion 1.4 L T Jet Petrol,Fiat,2009,120000.0,64000.0,Petrol
567,637,Suzuki Omni E 8 STR BS IV,Maruti,2017,240000.0,8000.0,Petrol
568,638,Indica V2 LS,Tata,2012,115000.0,64000.0,Diesel
569,639,Scorpio S4,Mahindra,2015,795000.0,63000.0,Diesel
570,641,Xylo D2,Mahindra,2009,300000.0,62000.0,Diesel
571,642,Grand i10 Asta 1.2 Kappa VTVT,Hyundai,2014,320000.0,41000.0,Petrol
572,643,Suzuki Alto 800 Lxi,Maruti,2015,265000.0,14000.0,Petrol
573,644,Corolla,Toyota,2006,160000.0,40000.0,Petrol
574,645,Eon Magna,Hyundai,2017,300000.0,1600.0,Petrol
575,646,Sumo Grande MKII GX,Tata,2010,130000.0,90000.0,Diesel
576,647,Suzuki Swift VDi,Maruti,2011,250000.0,58000.0,Diesel
577,648,Polo Highline1.2L P,Volkswagen,2013,380000.0,27000.0,Petrol
578,650,Tiago Revotron XZ,Tata,2017,400000.0,31000.0,Petrol
579,651,Suzuki Swift LDi,Maruti,2009,120000.0,90000.0,Diesel
580,652,Suzuki Swift VDi,Maruti,2009,120000.0,90000.0,Diesel
581,653,Indigo eCS,Tata,2016,130000.0,150000.0,Diesel
582,654,Beat LS Diesel,Chevrolet,2014,189000.0,31000.0,Diesel
583,655,Xylo E8 BS IV,Mahindra,2011,365000.0,43000.0,Diesel
584,656,Eon D Lite Plus,Hyundai,2013,170000.0,20000.0,Petrol
585,657,Sumo Gold FX BSIII,Tata,2013,215000.0,100000.0,Petrol
586,659,Elite i20,Hyundai,2017,599999.0,31000.0,Petrol
587,660,i10 Magna 1.2 Kappa2,Hyundai,2009,400000.0,33000.0,Petrol
588,661,Creta,Hyundai,2016,900000.0,60000.0,Diesel
589,662,Polo,Volkswagen,2013,299999.0,48000.0,Diesel
590,663,Suzuki Dzire,Maruti,2014,374999.0,33000.0,Petrol
591,664,Bolt XM Petrol,Tata,2015,600000.0,15000.0,Petrol
592,666,Suzuki Alto,Maruti,2005,100000.0,40000.0,Petrol
593,667,Suzuki Ritz,Maruti,2010,150000.0,38000.0,Diesel
594,668,Suzuki Alto 800 Lxi,Maruti,2017,225000.0,12500.0,Petrol
595,669,Suzuki Dzire,Maruti,2009,210000.0,42000.0,Petrol
596,670,i20 Asta,Hyundai,2014,425000.0,31000.0,Petrol
597,671,Suzuki Swift Select Variant,Maruti,2008,162000.0,60000.0,Diesel
598,673,Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,2014,650000.0,77000.0,Diesel
599,674,Innova 2.5 E 8 STR,Toyota,2012,750000.0,75000.0,Diesel
600,675,Xylo E8,Mahindra,2010,375000.0,40000.0,Diesel
601,676,i20 Magna 1.2,Hyundai,2011,230000.0,47000.0,Petrol
602,678,KUV100,Mahindra,2016,380000.0,26500.0,Petrol
603,679,KUV100 K8 6 STR,Mahindra,2019,560000.0,2875.0,Petrol
604,680,Go Plus,Datsun,2016,285000.0,13900.0,Petrol
605,681,Endeavor 4x4 Thunder Plus,Ford,2019,2900000.0,9000.0,Diesel
606,684,Suzuki Wagon R 1.0 VXi,Maruti,2016,395000.0,20000.0,Petrol
607,685,Suzuki Swift Select Variant,Maruti,2008,175000.0,58000.0,Diesel
608,686,Suzuki Alto 800 Lx,Maruti,2019,400000.0,1500.0,Petrol
609,687,Innova 2.5 Z Diesel 7 Seater,Toyota,2011,750000.0,75000.0,Diesel
610,688,Suzuki Alto 800,Maruti,2016,250000.0,2450.0,Petrol
611,689,Suzuki Alto AX,Maruti,2019,425000.0,1625.0,Petrol
612,690,Polo Highline1.2L P,Volkswagen,2017,525000.0,45000.0,Petrol
613,691,Logan,Mahindra,2009,130000.0,65000.0,Diesel
614,693,Scorpio,Mahindra,2011,475000.0,60123.0,Diesel
615,694,Sail 1.2 LS,Chevrolet,2013,300000.0,28000.0,Petrol
616,696,Suzuki Wagon R VXi Minor,Maruti,2006,100000.0,7000.0,Petrol
617,697,Eon,Hyundai,2018,260000.0,25000.0,Petrol
618,698,Manza,Tata,2015,100000.0,100000.0,Diesel
619,699,Etios G,Toyota,2013,265000.0,42000.0,Petrol
620,700,Qualis,Toyota,2003,180000.0,100000.0,Diesel
621,703,City 1.5 S MT,Honda,2009,270000.0,55000.0,Petrol
622,704,Zest XE 75 PS Diesel,Tata,2017,290000.0,120000.0,Diesel
623,705,Quanto C4,Mahindra,2013,325000.0,63000.0,Diesel
624,706,Indigo eCS LX CR4 BS IV,Tata,2016,160000.0,104000.0,Diesel
625,707,Suzuki Swift Dzire,Maruti,2016,350000.0,146000.0,Diesel
626,708,Elite i20,Hyundai,2011,290000.0,40000.0,Petrol
627,709,i20 Select Variant,Hyundai,2011,290000.0,40000.0,Petrol
628,710,Tavera Neo,Chevrolet,2007,465000.0,100800.0,Diesel
629,711,Suzuki Dzire,Maruti,2016,325000.0,150000.0,Diesel
630,712,Elite i20,Hyundai,2018,510000.0,2100.0,Petrol
631,713,City VX Petrol,Honda,2016,860000.0,95000.0,Petrol
632,714,Suzuki Dzire,Maruti,2016,450000.0,2500.0,Diesel
633,715,Getz,Hyundai,2006,125000.0,80000.0,Petrol
634,716,Benz C Class 200 K MT,Mercedes,2006,500001.0,15000.0,Petrol
635,718,Fabia,Skoda,2009,110000.0,45000.0,Petrol
636,719,Suzuki Ritz VXI ABS,Maruti,2011,270000.0,50000.0,Petrol
637,720,Indica V2 DLE BS III,Tata,2009,110000.0,30000.0,Diesel
638,721,Corolla Altis,Toyota,2009,300000.0,132000.0,Petrol
639,722,Zest XM Diesel,Tata,2018,260000.0,27000.0,Diesel
640,723,Quanto C8,Mahindra,2013,390000.0,40000.0,Diesel
